zone,geometry,sum_Hourly Flow_100m_radius
105,"POLYGON ((359060.4638728505 167036.51716843795, 359049.4308808436 166964.33447274537, 358981.9110148493 166943.39624801883, 358925.4240885317 166994.6413484203, 358936.4575844406 167066.8243598183, 359003.97750275955 167087.76195510873, 359060.4638728505 167036.51716843795))",0
106,"POLYGON ((359263.0188329634 167099.3294433338, 359251.9867057383 167027.14798280562, 359184.4687262891 167006.2103401366, 359127.98282173765 167057.45478741912, 359139.0154528502 167129.63656363357, 359206.5334846192 167150.57357687782, 359263.0188329634 167099.3294433338))",0
107,"POLYGON ((359139.0154528502 167129.63656363357, 359127.98282173765 167057.45478741912, 359060.4638728505 167036.51716843795, 359003.97750275955 167087.76195510873, 359015.0106377795 167159.94404700596, 359082.52963897726 167180.88103654963, 359139.0154528502 167129.63656363357))",0
108,"POLYGON ((359341.56766160106 167192.44702133012, 359330.5358952984 167120.2664802716, 359263.0188329634 167099.3294433338, 359206.5334846192 167150.57357687782, 359217.56575481687 167222.7544336007, 359285.0828694563 167243.6908411109, 359341.56766160106 167192.44702133012))",0
109,"POLYGON ((359217.56575481687 167222.7544336007, 359206.5334846192 167150.57357687782, 359139.0154528502 167129.63656363357, 359082.52963897726 167180.88103654963, 359093.56241308793 167253.06220893614, 359161.0804971523 167273.9985927429, 359217.56575481687 167222.7544336007))",0
110,"POLYGON ((359297.4401604579 166903.7218106198, 359308.47214472375 166975.90387490584, 359375.98915473005 166996.8415412592, 359432.4741281236 166945.5977727378, 359432.15739748895 166943.52529763395, 359388.0179047387 166950.63657144032, 359393.2669399202 166883.4874284005, 359328.9861765284 166875.10283041513, 359297.4401604579 166903.7218106198))",0
111,"POLYGON ((359499.99016868137 166966.5354627769, 359511.0212881891 167038.71629193105, 359578.5364116409 167059.6533762531, 359607.9763051505 167032.9448409996, 359550.1652646957 166921.01592563343, 359499.99016868137 166966.5354627769))",0
112,"POLYGON ((359432.4741281236 166945.5977727378, 359375.98915473005 166996.8415412592, 359387.0207780857 167069.02268610318, 359454.5368709817 167089.95974673168, 359511.0212881891 167038.71629193105, 359499.99016868137 166966.5354627769, 359482.3023816984 166961.05012388306, 359480.8228457573 166980.99476707523, 359443.2478261757 166984.56781218568, 359441.732673195 166948.46891691105, 359432.4741281236 166945.5977727378))",0
113,"POLYGON ((359387.0207780857 167069.02268610318, 359375.98915473005 166996.8415412592, 359308.47214472375 166975.90387490584, 359251.9867057383 167027.14798280562, 359263.0188329634 167099.3294433338, 359330.5358952984 167120.2664802716, 359387.0207780857 167069.02268610318))",0
114,"POLYGON ((359589.56717021286 167131.833285973, 359578.5364116409 167059.6533762531, 359511.0212881891 167038.71629193105, 359454.5368709817 167089.95974673168, 359465.5681334104 167162.13997212442, 359533.0833091837 167183.0764270373, 359589.56717021286 167131.833285973))",0
115,"POLYGON ((359465.5681334104 167162.13997212442, 359454.5368709817 167089.95974673168, 359387.0207780857 167069.02268610318, 359330.5358952984 167120.2664802716, 359341.56766160106 167192.44702133012, 359409.0838068099 167213.3834525445, 359465.5681334104 167162.13997212442))",0
116,"POLYGON ((359668.1117741637 167224.94875486573, 359657.0813765465 167152.76976458932, 359589.56717021286 167131.833285973, 359533.0833091837 167183.0764270373, 359544.1142106627 167255.2557329639, 359611.6284693037 167276.19158217177, 359668.1117741637 167224.94875486573))",0
117,"POLYGON ((359544.1142106627 167255.2557329639, 359533.0833091837 167183.0764270373, 359465.5681334104 167162.13997212442, 359409.0838068099 167213.3834525445, 359420.1152121709 167285.5630741206, 359487.6304402436 167306.49889961933, 359544.1142106627 167255.2557329639))",0
118,"POLYGON ((359420.1152121709 167285.5630741206, 359409.0838068099 167213.3834525445, 359341.56766160106 167192.44702133012, 359285.0828694563 167243.6908411109, 359296.1147787183 167315.87077833293, 359363.6309762175 167336.80658012046, 359420.1152121709 167285.5630741206))",0
119,"POLYGON ((359622.65900981403 167348.3699686252, 359611.6284693037 167276.19158217177, 359544.1142106627 167255.2557329639, 359487.6304402436 167306.49889961933, 359498.66148464236 167378.677601701, 359566.17579556693 167399.61282149615, 359622.65900981403 167348.3699686252))",0
120,"POLYGON ((359759.01800321456 166978.10459275736, 359826.5311877602 166999.0417244495, 359883.0142080737 166947.79928774375, 359871.9845999913 166875.6194056556, 359861.969152041 166872.5132602582, 359753.4475192208 166941.65153508633, 359759.01800321456 166978.10459275736))",0
121,"POLYGON ((359883.0142080737 166947.79928774375, 359826.5311877602 166999.0417244495, 359837.56093868235 167071.22100283357, 359905.07320611714 167092.15752883418, 359961.5556702862 167040.91540582792, 359951.55170258495 166975.4461218962, 359946.47861840494 166967.48109183, 359883.0142080737 166947.79928774375))",0
122,"POLYGON ((359837.56093868235 167071.22100283357, 359826.5311877602 166999.0417244495, 359759.01800321456 166978.10459275736, 359702.5345172441 167029.34736882808, 359713.5647719811 167101.52696287865, 359781.0780088684 167122.46346518782, 359837.56093868235 167071.22100283357))",0
123,"POLYGON ((359578.5364116409 167059.6533762531, 359589.56717021286 167131.833285973, 359657.0813765465 167152.76976458932, 359713.5647719811 167101.52696287865, 359702.5345172441 167029.34736882808, 359644.1995485458 167011.25679525646, 359608.51717761776 167033.99205908919, 359607.9763051505 167032.9448409996, 359578.5364116409 167059.6533762531))",0
124,"POLYGON ((359916.102596071 167164.33588780806, 359905.07320611714 167092.15752883418, 359837.56093868235 167071.22100283357, 359781.0780088684 167122.46346518782, 359792.1079026434 167194.64213981334, 359859.6202224055 167215.57803643163, 359916.102596071 167164.33588780806))",0
125,"POLYGON ((359792.1079026434 167194.64213981334, 359781.0780088684 167122.46346518782, 359713.5647719811 167101.52696287865, 359657.0813765465 167152.76976458932, 359668.1117741637 167224.94875486573, 359735.62506336696 167245.8846277806, 359792.1079026434 167194.64213981334))",0
126,"POLYGON ((359994.6429753495 167257.44924768293, 359983.6139463849 167185.27180812275, 359916.102596071 167164.33588780806, 359859.6202224055 167215.57803643163, 359870.6497551978 167287.7557916236, 359938.16115782346 167308.69108255534, 359994.6429753495 167257.44924768293))",0
127,"POLYGON ((359870.6497551978 167287.7557916236, 359859.6202224055 167215.57803643163, 359792.1079026434 167194.64213981334, 359735.62506336696 167245.8846277806, 359746.65510000935 167318.0626986022, 359814.16747207346 167338.99796582485, 359870.6497551978 167287.7557916236))",0
128,"POLYGON ((359746.65510000935 167318.0626986022, 359735.62506336696 167245.8846277806, 359668.1117741637 167224.94875486573, 359611.6284693037 167276.19158217177, 359622.65900981403 167348.3699686252, 359690.17235131015 167369.30521213514, 359746.65510000935 167318.0626986022))",0
129,"POLYGON ((359949.1903296146 167380.86791829887, 359938.16115782346 167308.69108255534, 359870.6497551978 167287.7557916236, 359814.16747207346 167338.99796582485, 359825.1971477203 167411.17511717963, 359892.70860263216 167432.1097787213, 359949.1903296146 167380.86791829887))",0
130,"POLYGON ((359093.56241308793 167253.06220893614, 359082.52963897726 167180.88103654963, 359015.0106377795 167159.94404700596, 358958.52435840125 167211.1888592955, 358969.5576364479 167283.3703473513, 359037.0766899315 167304.30670744542, 359093.56241308793 167253.06220893614))",0
131,"POLYGON ((359296.1147787183 167315.87077833293, 359285.0828694563 167243.6908411109, 359217.56575481687 167222.7544336007, 359161.0804971523 167273.9985927429, 359172.11291033693 167346.17884561227, 359239.630077256 167367.11462368432, 359296.1147787183 167315.87077833293))",0
132,"POLYGON ((359172.11291033693 167346.17884561227, 359161.0804971523 167273.9985927429, 359093.56241308793 167253.06220893614, 359037.0766899315 167304.30670744542, 359048.1096070559 167376.48727595864, 359115.6277433905 167397.423030318, 359172.11291033693 167346.17884561227))",0
133,"POLYGON ((359250.6621294917 167439.29395702243, 359239.630077256 167367.11462368432, 359172.11291033693 167346.17884561227, 359115.6277433905 167397.423030318, 359126.660299574 167469.60267928155, 359194.1775187487 167490.5378279083, 359250.6621294917 167439.29395702243))",0
134,"POLYGON ((359126.660299574 167469.60267928155, 359115.6277433905 167397.423030318, 359048.1096070559 167376.48727595864, 358991.6239746516 167427.73180002085, 359002.6570348028 167499.91176460905, 359070.1752233848 167520.8468895083, 359126.660299574 167469.60267928155))",0
135,"POLYGON ((359329.2100705229 167532.40754317015, 359318.17837925453 167460.229129376, 359250.6621294917 167439.29395702243, 359194.1775187487 167490.5378279083, 359205.20971397235 167562.71655731153, 359272.7260159752 167583.6511002184, 359329.2100705229 167532.40754317015))",0
136,"POLYGON ((359205.20971397235 167562.71655731153, 359194.1775187487 167490.5378279083, 359126.660299574 167469.60267928155, 359070.1752233848 167520.8468895083, 359081.207922581 167593.02593451925, 359148.72519398795 167613.9604536901, 359205.20971397235 167562.71655731153))",0
137,"POLYGON ((359081.207922581 167593.02593451925, 359070.1752233848 167520.8468895083, 359002.6570348028 167499.91176460905, 358946.1714931909 167551.15631418233, 358957.20469638327 167623.33567479678, 359024.7229371858 167644.27017023158, 359081.207922581 167593.02593451925))",0
138,"POLYGON ((359283.75785021676 167655.82891005074, 359272.7260159752 167583.6511002184, 359205.20971397235 167562.71655731153, 359148.72519398795 167613.9604536901, 359159.75753221073 167686.13857911032, 359227.2738864299 167707.07249256055, 359283.75785021676 167655.82891005074))",0
139,"POLYGON ((359159.75753221073 167686.13857911032, 359148.72519398795 167613.9604536901, 359081.207922581 167593.02593451925, 359024.7229371858 167644.27017023158, 359035.75577940984 167716.44861123688, 359103.27310302196 167737.38250094047, 359159.75753221073 167686.13857911032))",0
140,"POLYGON ((359498.66148464236 167378.677601701, 359487.6304402436 167306.49889961933, 359420.1152121709 167285.5630741206, 359363.6309762175 167336.80658012046, 359374.6625245244 167408.98559783178, 359442.17780487076 167429.9207939065, 359498.66148464236 167378.677601701))",0
141,"POLYGON ((359374.6625245244 167408.98559783178, 359363.6309762175 167336.80658012046, 359296.1147787183 167315.87077833293, 359239.630077256 167367.11462368432, 359250.6621294917 167439.29395702243, 359318.17837925453 167460.229129376, 359374.6625245244 167408.98559783178))",0
142,"POLYGON ((359577.20647898404 167471.79060407274, 359566.17579556693 167399.61282149615, 359498.66148464236 167378.677601701, 359442.17780487076 167429.9207939065, 359453.20899220416 167502.09889209358, 359520.72335538693 167523.03348246188, 359577.20647898404 167471.79060407274))",0
143,"POLYGON ((359453.20899220416 167502.09889209358, 359442.17780487076 167429.9207939065, 359374.6625245244 167408.98559783178, 359318.17837925453 167460.229129376, 359329.2100705229 167532.40754317015, 359396.7254031186 167553.3421098116, 359453.20899220416 167502.09889209358))",0
144,"POLYGON ((359655.75019516534 167564.9020812316, 359644.7198727487 167492.72521816642, 359577.20647898404 167471.79060407274, 359520.72335538693 167523.03348246188, 359531.75418172503 167595.21066111705, 359599.26762773347 167616.14464579022, 359655.75019516534 167564.9020812316))",0
145,"POLYGON ((359531.75418172503 167595.21066111705, 359520.72335538693 167523.03348246188, 359453.20899220416 167502.09889209358, 359396.7254031186 167553.3421098116, 359407.7567333987 167625.51960405608, 359475.2711488166 167646.45356498967, 359531.75418172503 167595.21066111705))",0
146,"POLYGON ((359407.7567333987 167625.51960405608, 359396.7254031186 167553.3421098116, 359329.2100705229 167532.40754317015, 359272.7260159752 167583.6511002184, 359283.75785021676 167655.82891005074, 359351.27323503804 167676.7628472448, 359407.7567333987 167625.51960405608))",0
147,"POLYGON ((359610.29809305747 167688.32090490137, 359599.26762773347 167616.14464579022, 359531.75418172503 167595.21066111705, 359475.2711488166 167646.45356498967, 359486.30211808806 167718.63013967033, 359553.8156163158 167739.5634949053, 359610.29809305747 167688.32090490137))",0
148,"POLYGON ((359486.30211808806 167718.63013967033, 359475.2711488166 167646.45356498967, 359407.7567333987 167625.51960405608, 359351.27323503804 167676.7628472448, 359362.30470827926 167748.93973749492, 359429.81917590665 167769.87306898466, 359486.30211808806 167718.63013967033))",0
149,"POLYGON ((359362.30470827926 167748.93973749492, 359351.27323503804 167676.7628472448, 359283.75785021676 167655.82891005074, 359227.2738864299 167707.07249256055, 359238.30586365913 167779.24969838152, 359305.8213006812 167800.18300612038, 359362.30470827926 167748.93973749492))",0
150,"POLYGON ((359825.1971477203 167411.17511717963, 359814.16747207346 167338.99796582485, 359746.65510000935 167318.0626986022, 359690.17235131015 167369.30521213514, 359701.20253083366 167441.48267910403, 359768.71495517355 167462.4173169231, 359825.1971477203 167411.17511717963))",0
151,"POLYGON ((359701.20253083366 167441.48267910403, 359690.17235131015 167369.30521213514, 359622.65900981403 167348.3699686252, 359566.17579556693 167399.61282149615, 359577.20647898404 167471.79060407274, 359644.7198727487 167492.72521816642, 359701.20253083366 167441.48267910403))",0
152,"POLYGON ((359903.73791726324 167504.28601059795, 359892.70860263216 167432.1097787213, 359825.1971477203 167411.17511717963, 359768.71495517355 167462.4173169231, 359779.74477368867 167534.59386439685, 359847.25628086086 167555.5278965293, 359903.73791726324 167504.28601059795))",0
153,"POLYGON ((359779.74477368867 167534.59386439685, 359768.71495517355 167462.4173169231, 359701.20253083366 167441.48267910403, 359644.7198727487 167492.72521816642, 359655.75019516534 167564.9020812316, 359723.2626717583 167585.83608963864, 359779.74477368867 167534.59386439685))",0
154,"POLYGON ((359982.27740860893 167597.39537885715, 359971.2484550114 167525.22006646288, 359903.73791726324 167504.28601059795, 359847.25628086086 167555.5278965293, 359858.28573834745 167627.70352449868, 359925.79632834194 167648.63695095945, 359982.27740860893 167597.39537885715))",0
155,"POLYGON ((359858.28573834745 167627.70352449868, 359847.25628086086 167555.5278965293, 359779.74477368867 167534.59386439685, 359723.2626717583 167585.83608963864, 359734.2926331541 167658.01203317684, 359801.8041925643 167678.94543589873, 359858.28573834745 167627.70352449868))",0
